id,title,description_book,description_source_type,description_source_url
2978,"Click, Vol. 3","Elateridae or click beetles (or ""typical click beetles"" to distinguish them from the related families Cerophytidae and Eucnemidae, which are also capable of clicking) are a family of beetles. Other names include elaters, snapping beetles, spring beetles or skipjacks. This family was defined by William Elford Leach (1790–1836) in 1815. They are a cosmopolitan beetle family characterized by the unusual click mechanism they possess. There are a few other families of Elateroidea in which a few members have the same mechanism, but most elaterid subfamilies can click. A spine on the prosternum can be snapped into a corresponding notch on the mesosternum, producing a violent ""click"" that can bounce the beetle into the air. The evolutionary purpose of this click is debated: hypotheses include that the clicking noise deters predators or is used for communication, or that the click may allow the beetle to ""pop"" out of the substrate in which it is pupating. It is unlikely that the click is used for avoiding predators as it does not carry the beetle very far (<50 cm), and in practice click beetles usually play dead or flee normally. There are about 9300 known species worldwide, and 965 valid species...",wikipedia,https://en.wikipedia.org/wiki/Click_beetle
3331,What's diversity?,"*Through the Looking-Glass, and What Alice Found There* (1871) is a work of children's literature by Lewis Carroll (Charles Lutwidge Dodgson), generally categorized in the fairy tale genre. It is the sequel to *Alice's Adventures in Wonderland* (1865). Although it makes no reference to the events in the earlier book, the themes and settings of *Through the Looking-Glass* make it a kind of mirror image of Wonderland: the first book begins outdoors, in the warm month of May, uses frequent changes in size as a plot device, and draws on the imagery of playing cards; the second opens indoors on a snowy, wintry night exactly six months later, on November 4 (the day before Guy Fawkes Night), uses frequent changes in time and spatial directions as a plot device, and draws on the imagery of chess. In it, there are many mirror themes, including opposites, time running backwards, and so on. ([Wikipedia][1])


  [1]: http://en.wikipedia.org/wiki/Through_the_Looking-Glass",openlibrary,https://openlibrary.org/works/OL151406W
5567,Field Notes on Love,"*Through the Looking-Glass, and What Alice Found There* (1871) is a work of children's literature by Lewis Carroll (Charles Lutwidge Dodgson), generally categorized in the fairy tale genre. It is the sequel to *Alice's Adventures in Wonderland* (1865). Although it makes no reference to the events in the earlier book, the themes and settings of *Through the Looking-Glass* make it a kind of mirror image of Wonderland: the first book begins outdoors, in the warm month of May, uses frequent changes in size as a plot device, and draws on the imagery of playing cards; the second opens indoors on a snowy, wintry night exactly six months later, on November 4 (the day before Guy Fawkes Night), uses frequent changes in time and spatial directions as a plot device, and draws on the imagery of chess. In it, there are many mirror themes, including opposites, time running backwards, and so on. ([Wikipedia][1])


  [1]: http://en.wikipedia.org/wiki/Through_the_Looking-Glass",openlibrary,https://openlibrary.org/works/OL151406W
3378,"Cantarella, Vol. 8","From birth, Cesare Borgia is surrounded by shadows.  Damned by his own father, hated by his closest brother, separated from the sister who loves him, and driven by the demons of Hell itself, his quest for power threatens to set the world of Renaissance Italy ablaze--unless one innocent person can drive away the poisonous shadows ravaging him.",openlibrary,https://openlibrary.org/works/OL8699462W
3379,"Cantarella, Vol. 9","From birth, Cesare Borgia is surrounded by shadows.  Damned by his own father, hated by his closest brother, separated from the sister who loves him, and driven by the demons of Hell itself, his quest for power threatens to set the world of Renaissance Italy ablaze--unless one innocent person can drive away the poisonous shadows ravaging him.",openlibrary,https://openlibrary.org/works/OL8699462W
3589,Hamlet,"In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed.",openlibrary,https://openlibrary.org/works/OL9170454W
3650,European Art to 1850,"In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed.",openlibrary,https://openlibrary.org/works/OL9170454W
4397,The Italian Renaissance,"In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed.",openlibrary,https://openlibrary.org/works/OL9170454W
7215,Mu ji tian an men. Di san juan,"In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed.",openlibrary,https://openlibrary.org/works/OL9170454W
3864,Night Star,"The Immortals is a sequence of novels written by Alyson Noël, focusing on psychics and immortals. The first two books, Evermore and Blue Moon, are New York Times Bestsellers.


== Plot ==
Since a horrible accident claimed the lives of her family, 16-year-old Ever can see auras, hear people’s thoughts, and know a person’s life story by touch. Going out of her way to shield herself from human contact to suppress her abilities has branded her as a freak at her new high school—but everything changes when she meets Damen Auguste. 
Damen is gorgeous, exotic and wealthy, cute and he holds many secrets.  Ever does not know who he really is—or what he is. Damen is equal parts light and dark, and he belongs to an enchanted new world where no one ever dies.


== Books in the series ==
Evermore (February 3, 2009)
Blue Moon (July 7, 2009)
Shadowland (November 17, 2009)
Dark flame (June 22, 2010)
Night Star (November 16, 2010)
Everlasting (June 7, 2011)
Alyson Noel also wrote a spin-off series called the Riley Bloom Series, featuring Ever's sister, Riley.
On March 28, 2011, author Alyson Noel announced that the rights to all 10 books in both The Immortals and Riley Bloom Series have been optioned by...",wikipedia,https://en.wikipedia.org/wiki/The_Immortals_(No%C3%ABl_series)
3902,Shadowland,"The Immortals is a sequence of novels written by Alyson Noël, focusing on psychics and immortals. The first two books, Evermore and Blue Moon, are New York Times Bestsellers.


== Plot ==
Since a horrible accident claimed the lives of her family, 16-year-old Ever can see auras, hear people’s thoughts, and know a person’s life story by touch. Going out of her way to shield herself from human contact to suppress her abilities has branded her as a freak at her new high school—but everything changes when she meets Damen Auguste. 
Damen is gorgeous, exotic and wealthy, cute and he holds many secrets.  Ever does not know who he really is—or what he is. Damen is equal parts light and dark, and he belongs to an enchanted new world where no one ever dies.


== Books in the series ==
Evermore (February 3, 2009)
Blue Moon (July 7, 2009)
Shadowland (November 17, 2009)
Dark flame (June 22, 2010)
Night Star (November 16, 2010)
Everlasting (June 7, 2011)
Alyson Noel also wrote a spin-off series called the Riley Bloom Series, featuring Ever's sister, Riley.
On March 28, 2011, author Alyson Noel announced that the rights to all 10 books in both The Immortals and Riley Bloom Series have been optioned by...",wikipedia,https://en.wikipedia.org/wiki/The_Immortals_(No%C3%ABl_series)
3995,The Roman News,"During one of his several adventurous voyages in the 1600's, an Englishman becomes the sole survivor of a shipwreck and lives for nearly thirty years on a deserted island.",openlibrary,https://openlibrary.org/works/OL45089W
4369,The Body Book for Boys,"During one of his several adventurous voyages in the 1600's, an Englishman becomes the sole survivor of a shipwreck and lives for nearly thirty years on a deserted island.",openlibrary,https://openlibrary.org/works/OL45089W
6754,Tian an men xue an jing wei,"During one of his several adventurous voyages in the 1600's, an Englishman becomes the sole survivor of a shipwreck and lives for nearly thirty years on a deserted island.",openlibrary,https://openlibrary.org/works/OL45089W
7205,Tian'an men guang chang qing chang ji shi,"During one of his several adventurous voyages in the 1600's, an Englishman becomes the sole survivor of a shipwreck and lives for nearly thirty years on a deserted island.",openlibrary,https://openlibrary.org/works/OL45089W
4000,The short novels of John Steinbeck,"Steinbeck’s classic novel of the Great Depression is as vivid now as ever. The story focuses on a family of Oklahoma sharecroppers, farmers who work another man’s land for a share of the crops. Driven from their home by drought and poverty they take to the road in a battered old truck and make their way to California to look for work. When they arrive they find hundreds of others like them being forced to work for breadline wages. they begin working as fruit pickers, strike-breakers replacing the people who have been trying to establish a union but their consciences force them to leave.",openlibrary,https://openlibrary.org/works/OL23205W
5974,The Great American Dust Bowl: A Graphic Novel,"Steinbeck’s classic novel of the Great Depression is as vivid now as ever. The story focuses on a family of Oklahoma sharecroppers, farmers who work another man’s land for a share of the crops. Driven from their home by drought and poverty they take to the road in a battered old truck and make their way to California to look for work. When they arrive they find hundreds of others like them being forced to work for breadline wages. they begin working as fruit pickers, strike-breakers replacing the people who have been trying to establish a union but their consciences force them to leave.",openlibrary,https://openlibrary.org/works/OL23205W
4239,"Kill Shakespeare, Vol. 2","The Tempest is a play by William Shakespeare, believed to have been written in 1610–11, and thought by many critics to be the last play that Shakespeare wrote alone. It is set on a remote island, where Prospero, the rightful Duke of Milan, plots to restore his daughter Miranda to her rightful place using illusion and skilful manipulation. He conjures up a storm, the eponymous tempest, to lure his usurping brother Antonio and the complicit King Alonso of Naples to the island. There, his machinations bring about the revelation of Antonio's lowly nature, the redemption of the King, and the marriage of Miranda to Alonso's son, Ferdinand.",openlibrary,https://openlibrary.org/works/OL362699W
4799,The Stand-In,"The Tempest is a play by William Shakespeare, believed to have been written in 1610–11, and thought by many critics to be the last play that Shakespeare wrote alone. It is set on a remote island, where Prospero, the rightful Duke of Milan, plots to restore his daughter Miranda to her rightful place using illusion and skilful manipulation. He conjures up a storm, the eponymous tempest, to lure his usurping brother Antonio and the complicit King Alonso of Naples to the island. There, his machinations bring about the revelation of Antonio's lowly nature, the redemption of the King, and the marriage of Miranda to Alonso's son, Ferdinand.",openlibrary,https://openlibrary.org/works/OL362699W
4241,"Kill Shakespeare, Vol. 3 - The Tide of Blood","Kill Shakespeare is a twelve-issue comic book limited series released by IDW Publishing. It was produced by Anthony Del Col and Conor McCreery, who also served as co-writers, with Andy Belanger as artist, Ian Herring as colourist, and Kagan McLeod as cover artist. The first issue was published on April 14, 2010.
A second series, the five-issue The Tide of Blood, was released in 2013. A third series, The Mask of Night, was released in 2015. The latest series, Past is Prologue: Juliet, which serves as a prequel to the main series, was released in October 2017.


== Publication history ==
The idea first came to Del Col and McCreery in 2005; however due to other commitments, the project was put on hiatus. The creators considered several mediums for Kill Shakespeare, including video game or movie, but ultimately decided on a comic. In 2009, the pair attended the New York Comic-Con and sparked interest in publishing companies, from whom they eventually chose IDW.
Kill Shakespeare #1 was released on April 14, 2010, and began the series' first story arc. The first story arc ran for a total of 12 issues, and concluded on August 24, 2011.
On November 9, 2010 IDW released a collected edition of...",wikipedia,https://en.wikipedia.org/wiki/Kill_Shakespeare
4243,"Kill Shakespeare, Vol. 4 - The Mask of Night","Kill Shakespeare is a twelve-issue comic book limited series released by IDW Publishing. It was produced by Anthony Del Col and Conor McCreery, who also served as co-writers, with Andy Belanger as artist, Ian Herring as colourist, and Kagan McLeod as cover artist. The first issue was published on April 14, 2010.
A second series, the five-issue The Tide of Blood, was released in 2013. A third series, The Mask of Night, was released in 2015. The latest series, Past is Prologue: Juliet, which serves as a prequel to the main series, was released in October 2017.


== Publication history ==
The idea first came to Del Col and McCreery in 2005; however due to other commitments, the project was put on hiatus. The creators considered several mediums for Kill Shakespeare, including video game or movie, but ultimately decided on a comic. In 2009, the pair attended the New York Comic-Con and sparked interest in publishing companies, from whom they eventually chose IDW.
Kill Shakespeare #1 was released on April 14, 2010, and began the series' first story arc. The first story arc ran for a total of 12 issues, and concluded on August 24, 2011.
On November 9, 2010 IDW released a collected edition of...",wikipedia,https://en.wikipedia.org/wiki/Kill_Shakespeare
4407,The Mythology Book,"Alice's Adventures in Wonderland (commonly Alice in Wonderland) is an 1865 English children's novel by Lewis Carroll. A young girl named Alice falls through a rabbit hole into a fantasy world of anthropomorphic creatures. It is seen as an example of the literary nonsense genre.

One of the best-known works of Victorian literature, its narrative, structure, characters and imagery have had huge influence on popular culture and literature, especially in the fantasy genre.",openlibrary,https://openlibrary.org/works/OL138052W
6999,Bao xiao jiao shi. 11,"Alice's Adventures in Wonderland (commonly Alice in Wonderland) is an 1865 English children's novel by Lewis Carroll. A young girl named Alice falls through a rabbit hole into a fantasy world of anthropomorphic creatures. It is seen as an example of the literary nonsense genre.

One of the best-known works of Victorian literature, its narrative, structure, characters and imagery have had huge influence on popular culture and literature, especially in the fantasy genre.",openlibrary,https://openlibrary.org/works/OL138052W
7147,Liu si wei yuan yong mei wan : liu si shi er nian te kan,"Alice's Adventures in Wonderland (commonly Alice in Wonderland) is an 1865 English children's novel by Lewis Carroll. A young girl named Alice falls through a rabbit hole into a fantasy world of anthropomorphic creatures. It is seen as an example of the literary nonsense genre.

One of the best-known works of Victorian literature, its narrative, structure, characters and imagery have had huge influence on popular culture and literature, especially in the fantasy genre.",openlibrary,https://openlibrary.org/works/OL138052W
4429,Titian: Sacred and Profane Love,"The Art Mysteries series examines several highly regarded masterpieces in an attempt to unravel the mysteries that surround them. Edited by Marco Carminati and Stefano Zuffi, they present an up-to-date and spectacular reading of famous paintings, investi",google_books,http://books.google.nl/books?id=pwFkLwEACAAJ&dq=intitle:Titian:+Sacred+and+Profane+Love+inauthor:Stefano+Zuffi&hl=&source=gbs_api
17636,Bosch: The Garden of Earthly Delights,"The Art Mysteries series examines several highly regarded masterpieces in an attempt to unravel the mysteries that surround them. Edited by Marco Carminati and Stefano Zuffi, they present an up-to-date and spectacular reading of famous paintings, investi",google_books,http://books.google.nl/books?id=T0h4tgAACAAJ&dq=intitle:Bosch:+The+Garden+of+Earthly+Delights+inauthor:Stefano+Zuffi&hl=&source=gbs_api
4489,Beginnings - Battle of Jericho Hill,"Enter once more the world of Roland Deschain—and the world of the Dark Tower...now presented in a stunning graphic novel form that will unlock the doorways to terrifying secrets and bold storytelling as part of the dark fantasy masterwork and magnum opus from #1 New York Times bestselling author Stephen King. “The man in black fled across the desert, and the gunslinger followed.” With these unforgettable words, millions of readers were introduced to Stephen King’s iconic character Roland Deschain of Gilead. Roland is the last of his kind, a “gunslinger” charged with protecting whatever goodness and light remains in his world—a world that “moved on,” as they say. In this desolate reality—a dangerous land filled with ancient technology and deadly magic, and yet one that mirrors our own in frightening ways—Roland is on a spellbinding and soul-shattering quest to locate and somehow save the mystical nexus of all worlds, all universes: the Dark Tower. Now, in the graphic novel series Stephen King’s The Dark Tower: Beginnings, originally published by Marvel Comics in single-issue form and creatively overseen by Stephen King himself, the full story of Roland's troubled past and coming-of-age is revealed. Sumptuously drawn by Jae Lee and Richard Isanove, plotted by longtime Stephen King expert Robin Furth, and scripted by New York Times bestselling author Peter David, Beginnings is an extraordinary and terrifying journey into Roland’s origins—ultimately serving as the perfect introduction for new readers to Stephen King’s modern literary classic The Dark Tower, while giving longtime fans thrilling adventures merely hinted at in his blockbuster novels. This boxed set includes the complete graphic novel series BEGINNINGS: THE GUNSLINGER BORN * THE LONG ROAD HOME * TREACHERY * THE FALL OF GILEAD * THE BATTLE OF JERICHO HILL",google_books,http://books.google.nl/books?id=J2iVuAEACAAJ&dq=intitle:Beginnings+-+Battle+of+Jericho+Hill+inauthor:Robin+Furth&hl=&source=gbs_api
4491,Beginnings - The Gunslinger Born,"Enter once more the world of Roland Deschain—and the world of the Dark Tower...now presented in a stunning graphic novel form that will unlock the doorways to terrifying secrets and bold storytelling as part of the dark fantasy masterwork and magnum opus from #1 New York Times bestselling author Stephen King. “The man in black fled across the desert, and the gunslinger followed.” With these unforgettable words, millions of readers were introduced to Stephen King’s iconic character Roland Deschain of Gilead. Roland is the last of his kind, a “gunslinger” charged with protecting whatever goodness and light remains in his world—a world that “moved on,” as they say. In this desolate reality—a dangerous land filled with ancient technology and deadly magic, and yet one that mirrors our own in frightening ways—Roland is on a spellbinding and soul-shattering quest to locate and somehow save the mystical nexus of all worlds, all universes: the Dark Tower. Now, in the graphic novel series Stephen King’s The Dark Tower: Beginnings, originally published by Marvel Comics in single-issue form and creatively overseen by Stephen King himself, the full story of Roland's troubled past and coming-of-age is revealed. Sumptuously drawn by Jae Lee and Richard Isanove, plotted by longtime Stephen King expert Robin Furth, and scripted by New York Times bestselling author Peter David, Beginnings is an extraordinary and terrifying journey into Roland’s origins—ultimately serving as the perfect introduction for new readers to Stephen King’s modern literary classic The Dark Tower, while giving longtime fans thrilling adventures merely hinted at in his blockbuster novels. This boxed set includes the complete graphic novel series BEGINNINGS: THE GUNSLINGER BORN * THE LONG ROAD HOME * TREACHERY * THE FALL OF GILEAD * THE BATTLE OF JERICHO HILL",google_books,http://books.google.nl/books?id=J2iVuAEACAAJ&dq=intitle:Beginnings+-+The+Gunslinger+Born+inauthor:Robin+Furth&hl=&source=gbs_api
4761,The Gunslinger - Last Shots,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+Last+Shots+inauthor:Robin+Furth&hl=&source=gbs_api
4765,The Gunslinger - The Journey Begins,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+The+Journey+Begins+inauthor:Robin+Furth&hl=&source=gbs_api
4767,The Gunslinger - The Man in Black,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+The+Man+in+Black+inauthor:Robin+Furth&hl=&source=gbs_api
5480,Challenger Deep,"A captivating novel about mental illness that lingers long beyond the last page, Challenger Deep is a heartfelt tour de force by New York Times bestselling author Neal Shusterman.

Caden Bosch is on a ship that's headed for the deepest point on Earth: Challenger Deep, the southern part of the Marianas Trench.
Caden Bosch is a brilliant high school student whose friends are starting to notice his odd behavior.
Caden Bosch is designated the ship's artist in residence to document the journey with images.
Caden Bosch pretends to join the school track team but spends his days walking for miles, absorbed by the thoughts in his head.
Caden Bosch is split between his allegiance to the captain and the allure of mutiny.
Caden Bosch is torn.

Challenger Deep is a deeply powerful and personal novel from one of today's most admired writers for teens. Laurie Halse Anderson, award-winning author of Speak, calls Challenger Deep ""a brilliant journey across the dark sea of the mind; frightening, sensitive, and powerful. Simply extraordinary.""",openlibrary,https://openlibrary.org/works/OL17728819W
5525,El abismo,"A captivating novel about mental illness that lingers long beyond the last page, Challenger Deep is a heartfelt tour de force by New York Times bestselling author Neal Shusterman.

Caden Bosch is on a ship that's headed for the deepest point on Earth: Challenger Deep, the southern part of the Marianas Trench.
Caden Bosch is a brilliant high school student whose friends are starting to notice his odd behavior.
Caden Bosch is designated the ship's artist in residence to document the journey with images.
Caden Bosch pretends to join the school track team but spends his days walking for miles, absorbed by the thoughts in his head.
Caden Bosch is split between his allegiance to the captain and the allure of mutiny.
Caden Bosch is torn.

Challenger Deep is a deeply powerful and personal novel from one of today's most admired writers for teens. Laurie Halse Anderson, award-winning author of Speak, calls Challenger Deep ""a brilliant journey across the dark sea of the mind; frightening, sensitive, and powerful. Simply extraordinary.""",openlibrary,https://openlibrary.org/works/OL17728819W
6381,Thoughts of a Corpse,"**Leaves of Grass** is a poetry collection by American poet Walt Whitman. First published in 1855, Whitman spent most of his professional life writing and rewriting *Leaves of Grass*, revising it multiple times until his death. There have been held to be either six or nine individual editions of Leaves of Grass, the count varying depending on how they are distinguished.[2] This resulted in vastly different editions over four decades—the first edition being a small book of twelve poems, and the last, a compilation of over 400. 

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Leaves_of_Grass))",openlibrary,https://openlibrary.org/works/OL16333W
7298,My Bed is not for Sleeping,"**Leaves of Grass** is a poetry collection by American poet Walt Whitman. First published in 1855, Whitman spent most of his professional life writing and rewriting *Leaves of Grass*, revising it multiple times until his death. There have been held to be either six or nine individual editions of Leaves of Grass, the count varying depending on how they are distinguished.[2] This resulted in vastly different editions over four decades—the first edition being a small book of twelve poems, and the last, a compilation of over 400. 

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Leaves_of_Grass))",openlibrary,https://openlibrary.org/works/OL16333W
6553,Giordano Bruno — All works,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=ZNkIwwEACAAJ&dq=intitle:All+works+inauthor:Giordano+Bruno&hl=&source=gbs_api
14610,Du vieux vin dans des bouteilles neuves,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=gJSNwgEACAAJ&dq=intitle:Du+vieux+vin+dans+des+bouteilles+neuves+inauthor:Fr%C3%A9d%C3%A9ric+Davidson&hl=&source=gbs_api
14791,Siona à Paris,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=i7NkwwEACAAJ&dq=intitle:Siona+%C3%A0+Paris+inauthor:Myriam+Harry&hl=&source=gbs_api
14913,Dialogues de guerre.,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=IoxruwEACAAJ&dq=intitle:Dialogues+de+guerre.+inauthor:Henri+Lavedan&hl=&source=gbs_api
14948,Le pangermanisme,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=3V9owwEACAAJ&dq=intitle:Le+pangermanisme+inauthor:Hippolyte+Loiseau&hl=&source=gbs_api
15029,L’évolution belliqueuse de Guillaume II,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=YU2OxAEACAAJ&dq=intitle:L%E2%80%99%C3%A9volution+belliqueuse+de+Guillaume+II+inauthor:Maurice+Muret&hl=&source=gbs_api
16441,Korean Tales,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=YEo_swEACAAJ&dq=intitle:Korean+Tales+inauthor:Melvin+B.+Voorhees&hl=&source=gbs_api
